"year","indicator","values","trend_type","labels","yAxisLabels","min","values_temp","values_all_else"
1913,"x3_methane_methane_ppb",931.37410926,"Earth System Trends","Methane","atmos. conc. ppb",NA,931.37410926,931.37410926
1914,"x3_methane_methane_ppb",933.85237974,"Earth System Trends","Methane","atmos. conc. ppb",NA,933.85237974,933.85237974
1915,"x3_methane_methane_ppb",937.20347028,"Earth System Trends","Methane","atmos. conc. ppb",NA,937.20347028,937.20347028
1916,"x3_methane_methane_ppb",941.79278508,"Earth System Trends","Methane","atmos. conc. ppb",NA,941.79278508,941.79278508
1917,"x3_methane_methane_ppb",947.5786215,"Earth System Trends","Methane","atmos. conc. ppb",NA,947.5786215,947.5786215
1918,"x3_methane_methane_ppb",954.35550294,"Earth System Trends","Methane","atmos. conc. ppb",NA,954.35550294,954.35550294
1919,"x3_methane_methane_ppb",961.65974058,"Earth System Trends","Methane","atmos. conc. ppb",NA,961.65974058,961.65974058
1920,"x3_methane_methane_ppb",968.96610384,"Earth System Trends","Methane","atmos. conc. ppb",NA,968.96610384,968.96610384
1921,"x3_methane_methane_ppb",975.91070682,"Earth System Trends","Methane","atmos. conc. ppb",NA,975.91070682,975.91070682
1922,"x3_methane_methane_ppb",982.43716998,"Earth System Trends","Methane","atmos. conc. ppb",NA,982.43716998,982.43716998
1923,"x3_methane_methane_ppb",988.53607986,"Earth System Trends","Methane","atmos. conc. ppb",NA,988.53607986,988.53607986
1924,"x3_methane_methane_ppb",994.19782056,"Earth System Trends","Methane","atmos. conc. ppb",NA,994.19782056,994.19782056
1925,"x3_methane_methane_ppb",999.39759318,"Earth System Trends","Methane","atmos. conc. ppb",NA,999.39759318,999.39759318
1926,"x3_methane_methane_ppb",1004.22568596,"Earth System Trends","Methane","atmos. conc. ppb",NA,1004.22568596,1004.22568596
1927,"x3_methane_methane_ppb",1008.96764052,"Earth System Trends","Methane","atmos. conc. ppb",NA,1008.96764052,1008.96764052
1928,"x3_methane_methane_ppb",1013.7547392,"Earth System Trends","Methane","atmos. conc. ppb",NA,1013.7547392,1013.7547392
1929,"x3_methane_methane_ppb",1018.647714,"Earth System Trends","Methane","atmos. conc. ppb",NA,1018.647714,1018.647714
1930,"x3_methane_methane_ppb",1023.5082984,"Earth System Trends","Methane","atmos. conc. ppb",NA,1023.5082984,1023.5082984
1931,"x3_methane_methane_ppb",1028.2464066,"Earth System Trends","Methane","atmos. conc. ppb",NA,1028.2464066,1028.2464066
1932,"x3_methane_methane_ppb",1033.0027344,"Earth System Trends","Methane","atmos. conc. ppb",NA,1033.0027344,1033.0027344
1933,"x3_methane_methane_ppb",1037.9523924,"Earth System Trends","Methane","atmos. conc. ppb",NA,1037.9523924,1037.9523924
1934,"x3_methane_methane_ppb",1043.2664424,"Earth System Trends","Methane","atmos. conc. ppb",NA,1043.2664424,1043.2664424
1935,"x3_methane_methane_ppb",1049.023836,"Earth System Trends","Methane","atmos. conc. ppb",NA,1049.023836,1049.023836
1936,"x3_methane_methane_ppb",1054.924962,"Earth System Trends","Methane","atmos. conc. ppb",NA,1054.924962,1054.924962
1937,"x3_methane_methane_ppb",1060.6560384,"Earth System Trends","Methane","atmos. conc. ppb",NA,1060.6560384,1060.6560384
1938,"x3_methane_methane_ppb",1066.074345,"Earth System Trends","Methane","atmos. conc. ppb",NA,1066.074345,1066.074345
1939,"x3_methane_methane_ppb",1071.1181376,"Earth System Trends","Methane","atmos. conc. ppb",NA,1071.1181376,1071.1181376
1940,"x3_methane_methane_ppb",1075.7378184,"Earth System Trends","Methane","atmos. conc. ppb",NA,1075.7378184,1075.7378184
1941,"x3_methane_methane_ppb",1079.9090946,"Earth System Trends","Methane","atmos. conc. ppb",NA,1079.9090946,1079.9090946
1942,"x3_methane_methane_ppb",1083.590466,"Earth System Trends","Methane","atmos. conc. ppb",NA,1083.590466,1083.590466
1943,"x3_methane_methane_ppb",1086.581517,"Earth System Trends","Methane","atmos. conc. ppb",NA,1086.581517,1086.581517
1944,"x3_methane_methane_ppb",1089.0887364,"Earth System Trends","Methane","atmos. conc. ppb",NA,1089.0887364,1089.0887364
1945,"x3_methane_methane_ppb",1091.7933348,"Earth System Trends","Methane","atmos. conc. ppb",NA,1091.7933348,1091.7933348
1946,"x3_methane_methane_ppb",1095.175095,"Earth System Trends","Methane","atmos. conc. ppb",NA,1095.175095,1095.175095
1947,"x3_methane_methane_ppb",1099.4091276,"Earth System Trends","Methane","atmos. conc. ppb",NA,1099.4091276,1099.4091276
1948,"x3_methane_methane_ppb",1104.5713476,"Earth System Trends","Methane","atmos. conc. ppb",NA,1104.5713476,1104.5713476
1949,"x3_methane_methane_ppb",1110.5413032,"Earth System Trends","Methane","atmos. conc. ppb",NA,1110.5413032,1110.5413032
1950,"x3_methane_methane_ppb",1117.2693966,"Earth System Trends","Methane","atmos. conc. ppb",NA,1117.2693966,1117.2693966
1951,"x3_methane_methane_ppb",1124.7900426,"Earth System Trends","Methane","atmos. conc. ppb",NA,1124.7900426,1124.7900426
1952,"x3_methane_methane_ppb",1133.243937,"Earth System Trends","Methane","atmos. conc. ppb",NA,1133.243937,1133.243937
1953,"x3_methane_methane_ppb",1142.6138724,"Earth System Trends","Methane","atmos. conc. ppb",NA,1142.6138724,1142.6138724
1954,"x3_methane_methane_ppb",1152.8725194,"Earth System Trends","Methane","atmos. conc. ppb",NA,1152.8725194,1152.8725194
1955,"x3_methane_methane_ppb",1164.1200858,"Earth System Trends","Methane","atmos. conc. ppb",NA,1164.1200858,1164.1200858
1956,"x3_methane_methane_ppb",1176.1075704,"Earth System Trends","Methane","atmos. conc. ppb",NA,1176.1075704,1176.1075704
1957,"x3_methane_methane_ppb",1187.4998814,"Earth System Trends","Methane","atmos. conc. ppb",NA,1187.4998814,1187.4998814
1958,"x3_methane_methane_ppb",1198.1603718,"Earth System Trends","Methane","atmos. conc. ppb",NA,1198.1603718,1198.1603718
1959,"x3_methane_methane_ppb",1208.9838264,"Earth System Trends","Methane","atmos. conc. ppb",NA,1208.9838264,1208.9838264
1960,"x3_methane_methane_ppb",1220.2516368,"Earth System Trends","Methane","atmos. conc. ppb",NA,1220.2516368,1220.2516368
1961,"x3_methane_methane_ppb",1231.968864,"Earth System Trends","Methane","atmos. conc. ppb",NA,1231.968864,1231.968864
1962,"x3_methane_methane_ppb",1244.125386,"Earth System Trends","Methane","atmos. conc. ppb",NA,1244.125386,1244.125386
1963,"x3_methane_methane_ppb",1256.5663362,"Earth System Trends","Methane","atmos. conc. ppb",NA,1256.5663362,1256.5663362
1964,"x3_methane_methane_ppb",1268.878737,"Earth System Trends","Methane","atmos. conc. ppb",NA,1268.878737,1268.878737
1965,"x3_methane_methane_ppb",1280.9026608,"Earth System Trends","Methane","atmos. conc. ppb",NA,1280.9026608,1280.9026608
1966,"x3_methane_methane_ppb",1293.4964532,"Earth System Trends","Methane","atmos. conc. ppb",NA,1293.4964532,1293.4964532
1967,"x3_methane_methane_ppb",1307.4253374,"Earth System Trends","Methane","atmos. conc. ppb",NA,1307.4253374,1307.4253374
1968,"x3_methane_methane_ppb",1323.127596,"Earth System Trends","Methane","atmos. conc. ppb",NA,1323.127596,1323.127596
1969,"x3_methane_methane_ppb",1340.0951046,"Earth System Trends","Methane","atmos. conc. ppb",NA,1340.0951046,1340.0951046
1970,"x3_methane_methane_ppb",1357.582884,"Earth System Trends","Methane","atmos. conc. ppb",NA,1357.582884,1357.582884
1971,"x3_methane_methane_ppb",1374.957297,"Earth System Trends","Methane","atmos. conc. ppb",NA,1374.957297,1374.957297
1972,"x3_methane_methane_ppb",1392.0037572,"Earth System Trends","Methane","atmos. conc. ppb",NA,1392.0037572,1392.0037572
1973,"x3_methane_methane_ppb",1408.6240812,"Earth System Trends","Methane","atmos. conc. ppb",NA,1408.6240812,1408.6240812
1974,"x3_methane_methane_ppb",1424.4467916,"Earth System Trends","Methane","atmos. conc. ppb",NA,1424.4467916,1424.4467916
1975,"x3_methane_methane_ppb",1439.7512556,"Earth System Trends","Methane","atmos. conc. ppb",NA,1439.7512556,1439.7512556
1976,"x3_methane_methane_ppb",1454.7257424,"Earth System Trends","Methane","atmos. conc. ppb",NA,1454.7257424,1454.7257424
1977,"x3_methane_methane_ppb",1469.3996058,"Earth System Trends","Methane","atmos. conc. ppb",NA,1469.3996058,1469.3996058
1978,"x3_methane_methane_ppb",1483.8457242,"Earth System Trends","Methane","atmos. conc. ppb",NA,1483.8457242,1483.8457242
1979,"x3_methane_methane_ppb",1498.4041968,"Earth System Trends","Methane","atmos. conc. ppb",NA,1498.4041968,1498.4041968
1980,"x3_methane_methane_ppb",1513.567965,"Earth System Trends","Methane","atmos. conc. ppb",NA,1513.567965,1513.567965
1981,"x3_methane_methane_ppb",1529.869446,"Earth System Trends","Methane","atmos. conc. ppb",NA,1529.869446,1529.869446
1982,"x3_methane_methane_ppb",1546.7084052,"Earth System Trends","Methane","atmos. conc. ppb",NA,1546.7084052,1546.7084052
1983,"x3_methane_methane_ppb",1563.398571,"Earth System Trends","Methane","atmos. conc. ppb",NA,1563.398571,1563.398571
1984,"x3_methane_methane_ppb",1579.6160394,"Earth System Trends","Methane","atmos. conc. ppb",NA,1579.6160394,1579.6160394
1985,"x3_methane_methane_ppb",1595.0996628,"Earth System Trends","Methane","atmos. conc. ppb",NA,1595.0996628,1595.0996628
1986,"x3_methane_methane_ppb",1609.7917458,"Earth System Trends","Methane","atmos. conc. ppb",NA,1609.7917458,1609.7917458
1987,"x3_methane_methane_ppb",1623.6760932,"Earth System Trends","Methane","atmos. conc. ppb",NA,1623.6760932,1623.6760932
1988,"x3_methane_methane_ppb",1636.5037038,"Earth System Trends","Methane","atmos. conc. ppb",NA,1636.5037038,1636.5037038
1989,"x3_methane_methane_ppb",1648.281663,"Earth System Trends","Methane","atmos. conc. ppb",NA,1648.281663,1648.281663
1990,"x3_methane_methane_ppb",1659.167874,"Earth System Trends","Methane","atmos. conc. ppb",NA,1659.167874,1659.167874
1991,"x3_methane_methane_ppb",1669.3333986,"Earth System Trends","Methane","atmos. conc. ppb",NA,1669.3333986,1669.3333986
1992,"x3_methane_methane_ppb",1678.6517118,"Earth System Trends","Methane","atmos. conc. ppb",NA,1678.6517118,1678.6517118
1993,"x3_methane_methane_ppb",1686.218919,"Earth System Trends","Methane","atmos. conc. ppb",NA,1686.218919,1686.218919
1994,"x3_methane_methane_ppb",1692.327546,"Earth System Trends","Methane","atmos. conc. ppb",NA,1692.327546,1692.327546
1995,"x3_methane_methane_ppb",1697.6881572,"Earth System Trends","Methane","atmos. conc. ppb",NA,1697.6881572,1697.6881572
1996,"x3_methane_methane_ppb",1702.565949,"Earth System Trends","Methane","atmos. conc. ppb",NA,1702.565949,1702.565949
1997,"x3_methane_methane_ppb",1707.6886932,"Earth System Trends","Methane","atmos. conc. ppb",NA,1707.6886932,1707.6886932
1998,"x3_methane_methane_ppb",1713.5948802,"Earth System Trends","Methane","atmos. conc. ppb",NA,1713.5948802,1713.5948802
1999,"x3_methane_methane_ppb",1719.4484328,"Earth System Trends","Methane","atmos. conc. ppb",NA,1719.4484328,1719.4484328
2000,"x3_methane_methane_ppb",1724.1824922,"Earth System Trends","Methane","atmos. conc. ppb",NA,1724.1824922,1724.1824922
2001,"x3_methane_methane_ppb",1727.3375196,"Earth System Trends","Methane","atmos. conc. ppb",NA,1727.3375196,1727.3375196
2002,"x3_methane_methane_ppb",1729.0997598,"Earth System Trends","Methane","atmos. conc. ppb",NA,1729.0997598,1729.0997598
2003,"x3_methane_methane_ppb",1729.9722762,"Earth System Trends","Methane","atmos. conc. ppb",NA,1729.9722762,1729.9722762
2005,"x3_methane_methane_ppb",1729.423,"Earth System Trends","Methane","atmos. conc. ppb",NA,1729.423,1729.423
2006,"x3_methane_methane_ppb",1728.561,"Earth System Trends","Methane","atmos. conc. ppb",NA,1728.561,1728.561
2007,"x3_methane_methane_ppb",1727.769,"Earth System Trends","Methane","atmos. conc. ppb",NA,1727.769,1727.769
2008,"x3_methane_methane_ppb",1733.234,"Earth System Trends","Methane","atmos. conc. ppb",NA,1733.234,1733.234
2009,"x3_methane_methane_ppb",1741.586,"Earth System Trends","Methane","atmos. conc. ppb",NA,1741.586,1741.586
2010,"x3_methane_methane_ppb",1744.076,"Earth System Trends","Methane","atmos. conc. ppb",NA,1744.076,1744.076
1956,"x4_ozone_ozone_percent_loss",9.83606557377049,"Earth System Trends","Stratospheric Ozone","% loss",NA,9.83606557377049,9.83606557377049
1957,"x4_ozone_ozone_percent_loss",4.59016393442623,"Earth System Trends","Stratospheric Ozone","% loss",NA,4.59016393442623,4.59016393442623
1958,"x4_ozone_ozone_percent_loss",7.54098360655738,"Earth System Trends","Stratospheric Ozone","% loss",NA,7.54098360655738,7.54098360655738
1959,"x4_ozone_ozone_percent_loss",15.0819672131148,"Earth System Trends","Stratospheric Ozone","% loss",NA,15.0819672131148,15.0819672131148
1960,"x4_ozone_ozone_percent_loss",13.7704918032787,"Earth System Trends","Stratospheric Ozone","% loss",NA,13.7704918032787,13.7704918032787
1961,"x4_ozone_ozone_percent_loss",6.88524590163934,"Earth System Trends","Stratospheric Ozone","% loss",NA,6.88524590163934,6.88524590163934
1963,"x4_ozone_ozone_percent_loss",7.54098360655738,"Earth System Trends","Stratospheric Ozone","% loss",NA,7.54098360655738,7.54098360655738
1964,"x4_ozone_ozone_percent_loss",6.55737704918033,"Earth System Trends","Stratospheric Ozone","% loss",NA,6.55737704918033,6.55737704918033
1965,"x4_ozone_ozone_percent_loss",15.0819672131148,"Earth System Trends","Stratospheric Ozone","% loss",NA,15.0819672131148,15.0819672131148
1966,"x4_ozone_ozone_percent_loss",7.21311475409836,"Earth System Trends","Stratospheric Ozone","% loss",NA,7.21311475409836,7.21311475409836
1967,"x4_ozone_ozone_percent_loss",14.0983606557377,"Earth System Trends","Stratospheric Ozone","% loss",NA,14.0983606557377,14.0983606557377
1968,"x4_ozone_ozone_percent_loss",13.1147540983607,"Earth System Trends","Stratospheric Ozone","% loss",NA,13.1147540983607,13.1147540983607
1969,"x4_ozone_ozone_percent_loss",22.2950819672131,"Earth System Trends","Stratospheric Ozone","% loss",NA,22.2950819672131,22.2950819672131
1970,"x4_ozone_ozone_percent_loss",22.6229508196721,"Earth System Trends","Stratospheric Ozone","% loss",NA,22.6229508196721,22.6229508196721
1971,"x4_ozone_ozone_percent_loss",12.1311475409836,"Earth System Trends","Stratospheric Ozone","% loss",NA,12.1311475409836,12.1311475409836
1972,"x4_ozone_ozone_percent_loss",17.7049180327869,"Earth System Trends","Stratospheric Ozone","% loss",NA,17.7049180327869,17.7049180327869
1973,"x4_ozone_ozone_percent_loss",24.9180327868852,"Earth System Trends","Stratospheric Ozone","% loss",NA,24.9180327868852,24.9180327868852
1974,"x4_ozone_ozone_percent_loss",24.9180327868852,"Earth System Trends","Stratospheric Ozone","% loss",NA,24.9180327868852,24.9180327868852
1975,"x4_ozone_ozone_percent_loss",19.0163934426229,"Earth System Trends","Stratospheric Ozone","% loss",NA,19.0163934426229,19.0163934426229
1976,"x4_ozone_ozone_percent_loss",16.3934426229508,"Earth System Trends","Stratospheric Ozone","% loss",NA,16.3934426229508,16.3934426229508
1977,"x4_ozone_ozone_percent_loss",25.9016393442623,"Earth System Trends","Stratospheric Ozone","% loss",NA,25.9016393442623,25.9016393442623
1978,"x4_ozone_ozone_percent_loss",25.2459016393443,"Earth System Trends","Stratospheric Ozone","% loss",NA,25.2459016393443,25.2459016393443
1979,"x4_ozone_ozone_percent_loss",23.2786885245902,"Earth System Trends","Stratospheric Ozone","% loss",NA,23.2786885245902,23.2786885245902
1980,"x4_ozone_ozone_percent_loss",33.7704918032787,"Earth System Trends","Stratospheric Ozone","% loss",NA,33.7704918032787,33.7704918032787
1981,"x4_ozone_ozone_percent_loss",30.8196721311475,"Earth System Trends","Stratospheric Ozone","% loss",NA,30.8196721311475,30.8196721311475
1982,"x4_ozone_ozone_percent_loss",37.7049180327869,"Earth System Trends","Stratospheric Ozone","% loss",NA,37.7049180327869,37.7049180327869
1983,"x4_ozone_ozone_percent_loss",45.5737704918033,"Earth System Trends","Stratospheric Ozone","% loss",NA,45.5737704918033,45.5737704918033
1984,"x4_ozone_ozone_percent_loss",44.2622950819672,"Earth System Trends","Stratospheric Ozone","% loss",NA,44.2622950819672,44.2622950819672
1985,"x4_ozone_ozone_percent_loss",52.4590163934426,"Earth System Trends","Stratospheric Ozone","% loss",NA,52.4590163934426,52.4590163934426
1986,"x4_ozone_ozone_percent_loss",46.5573770491803,"Earth System Trends","Stratospheric Ozone","% loss",NA,46.5573770491803,46.5573770491803
1987,"x4_ozone_ozone_percent_loss",59.344262295082,"Earth System Trends","Stratospheric Ozone","% loss",NA,59.344262295082,59.344262295082
1988,"x4_ozone_ozone_percent_loss",39.672131147541,"Earth System Trends","Stratospheric Ozone","% loss",NA,39.672131147541,39.672131147541
1989,"x4_ozone_ozone_percent_loss",57.0491803278689,"Earth System Trends","Stratospheric Ozone","% loss",NA,57.0491803278689,57.0491803278689
1990,"x4_ozone_ozone_percent_loss",58.0327868852459,"Earth System Trends","Stratospheric Ozone","% loss",NA,58.0327868852459,58.0327868852459
1991,"x4_ozone_ozone_percent_loss",61.9672131147541,"Earth System Trends","Stratospheric Ozone","% loss",NA,61.9672131147541,61.9672131147541
1992,"x4_ozone_ozone_percent_loss",62.9508196721312,"Earth System Trends","Stratospheric Ozone","% loss",NA,62.9508196721312,62.9508196721312
1993,"x4_ozone_ozone_percent_loss",66.2295081967213,"Earth System Trends","Stratospheric Ozone","% loss",NA,66.2295081967213,66.2295081967213
1994,"x4_ozone_ozone_percent_loss",66.8852459016394,"Earth System Trends","Stratospheric Ozone","% loss",NA,66.8852459016394,66.8852459016394
1995,"x4_ozone_ozone_percent_loss",65.2459016393443,"Earth System Trends","Stratospheric Ozone","% loss",NA,65.2459016393443,65.2459016393443
1996,"x4_ozone_ozone_percent_loss",62.9508196721312,"Earth System Trends","Stratospheric Ozone","% loss",NA,62.9508196721312,62.9508196721312
1997,"x4_ozone_ozone_percent_loss",63.6065573770492,"Earth System Trends","Stratospheric Ozone","% loss",NA,63.6065573770492,63.6065573770492
1998,"x4_ozone_ozone_percent_loss",64.2622950819672,"Earth System Trends","Stratospheric Ozone","% loss",NA,64.2622950819672,64.2622950819672
1999,"x4_ozone_ozone_percent_loss",62.6229508196721,"Earth System Trends","Stratospheric Ozone","% loss",NA,62.6229508196721,62.6229508196721
2000,"x4_ozone_ozone_percent_loss",65.5737704918033,"Earth System Trends","Stratospheric Ozone","% loss",NA,65.5737704918033,65.5737704918033
2001,"x4_ozone_ozone_percent_loss",61.9672131147541,"Earth System Trends","Stratospheric Ozone","% loss",NA,61.9672131147541,61.9672131147541
2002,"x4_ozone_ozone_percent_loss",37.3770491803279,"Earth System Trends","Stratospheric Ozone","% loss",NA,37.3770491803279,37.3770491803279
2003,"x4_ozone_ozone_percent_loss",65.5737704918033,"Earth System Trends","Stratospheric Ozone","% loss",NA,65.5737704918033,65.5737704918033
2004,"x4_ozone_ozone_percent_loss",56.3934426229508,"Earth System Trends","Stratospheric Ozone","% loss",NA,56.3934426229508,56.3934426229508
2005,"x4_ozone_ozone_percent_loss",60.983606557377,"Earth System Trends","Stratospheric Ozone","% loss",NA,60.983606557377,60.983606557377
